Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","2","Afghanistan","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","37172","*","Unofficial figure"
"FBS","Food Balances (2010-)","2","Afghanistan","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","38042","*","Unofficial figure"
"FBS","Food Balances (2010-)","3","Albania","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","2883","*","Unofficial figure"
"FBS","Food Balances (2010-)","3","Albania","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","2881","*","Unofficial figure"
"FBS","Food Balances (2010-)","4","Algeria","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","42228","*","Unofficial figure"
"FBS","Food Balances (2010-)","4","Algeria","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","43053","*","Unofficial figure"
"FBS","Food Balances (2010-)","7","Angola","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","30810","*","Unofficial figure"
"FBS","Food Balances (2010-)","7","Angola","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","31825","*","Unofficial figure"
"FBS","Food Balances (2010-)","8","Antigua and Barbuda","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","96","*","Unofficial figure"
"FBS","Food Balances (2010-)","8","Antigua and Barbuda","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","97","*","Unofficial figure"
"FBS","Food Balances (2010-)","9","Argentina","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","44361","*","Unofficial figure"
"FBS","Food Balances (2010-)","9","Argentina","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","44781","*","Unofficial figure"
"FBS","Food Balances (2010-)","1","Armenia","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","2952","*","Unofficial figure"
"FBS","Food Balances (2010-)","1","Armenia","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","2958","*","Unofficial figure"
"FBS","Food Balances (2010-)","10","Australia","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","24898","*","Unofficial figure"
"FBS","Food Balances (2010-)","10","Australia","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","25203","*","Unofficial figure"
"FBS","Food Balances (2010-)","11","Austria","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","8891","*","Unofficial figure"
"FBS","Food Balances (2010-)","11","Austria","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","8955","*","Unofficial figure"
"FBS","Food Balances (2010-)","52","Azerbaijan","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","9950","*","Unofficial figure"
"FBS","Food Balances (2010-)","52","Azerbaijan","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","10048","*","Unofficial figure"
"FBS","Food Balances (2010-)","12","Bahamas","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","386","*","Unofficial figure"
"FBS","Food Balances (2010-)","12","Bahamas","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","389","*","Unofficial figure"
"FBS","Food Balances (2010-)","16","Bangladesh","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","161377","*","Unofficial figure"
"FBS","Food Balances (2010-)","16","Bangladesh","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","163046","*","Unofficial figure"
"FBS","Food Balances (2010-)","14","Barbados","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","287","*","Unofficial figure"
"FBS","Food Balances (2010-)","14","Barbados","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","287","*","Unofficial figure"
"FBS","Food Balances (2010-)","57","Belarus","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","9453","*","Unofficial figure"
"FBS","Food Balances (2010-)","57","Belarus","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","9452","*","Unofficial figure"
"FBS","Food Balances (2010-)","255","Belgium","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","11482","*","Unofficial figure"
"FBS","Food Balances (2010-)","255","Belgium","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","11539","*","Unofficial figure"
"FBS","Food Balances (2010-)","23","Belize","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","383","*","Unofficial figure"
"FBS","Food Balances (2010-)","23","Belize","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","390","*","Unofficial figure"
"FBS","Food Balances (2010-)","53","Benin","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","11485","*","Unofficial figure"
"FBS","Food Balances (2010-)","53","Benin","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","11801","*","Unofficial figure"
"FBS","Food Balances (2010-)","19","Bolivia (Plurinational State of)","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","11353","*","Unofficial figure"
"FBS","Food Balances (2010-)","19","Bolivia (Plurinational State of)","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","11513","*","Unofficial figure"
"FBS","Food Balances (2010-)","80","Bosnia and Herzegovina","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","3324","*","Unofficial figure"
"FBS","Food Balances (2010-)","80","Bosnia and Herzegovina","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","3301","*","Unofficial figure"
"FBS","Food Balances (2010-)","20","Botswana","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","2254","*","Unofficial figure"
"FBS","Food Balances (2010-)","20","Botswana","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","2304","*","Unofficial figure"
"FBS","Food Balances (2010-)","21","Brazil","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","209469","*","Unofficial figure"
"FBS","Food Balances (2010-)","21","Brazil","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","211050","*","Unofficial figure"
"FBS","Food Balances (2010-)","27","Bulgaria","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","7052","*","Unofficial figure"
"FBS","Food Balances (2010-)","27","Bulgaria","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","7000","*","Unofficial figure"
"FBS","Food Balances (2010-)","233","Burkina Faso","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","19751","*","Unofficial figure"
"FBS","Food Balances (2010-)","233","Burkina Faso","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","20321","*","Unofficial figure"
"FBS","Food Balances (2010-)","29","Burundi","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","11175.37","*","Unofficial figure"
"FBS","Food Balances (2010-)","29","Burundi","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","11530.58","*","Unofficial figure"
"FBS","Food Balances (2010-)","35","Cabo Verde","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","544","*","Unofficial figure"
"FBS","Food Balances (2010-)","35","Cabo Verde","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","550","*","Unofficial figure"
"FBS","Food Balances (2010-)","115","Cambodia","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","16250","*","Unofficial figure"
"FBS","Food Balances (2010-)","115","Cambodia","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","16487","*","Unofficial figure"
"FBS","Food Balances (2010-)","32","Cameroon","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","25216","*","Unofficial figure"
"FBS","Food Balances (2010-)","32","Cameroon","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","25876","*","Unofficial figure"
"FBS","Food Balances (2010-)","33","Canada","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","37075","*","Unofficial figure"
"FBS","Food Balances (2010-)","33","Canada","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","37411","*","Unofficial figure"
"FBS","Food Balances (2010-)","37","Central African Republic","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","4666","*","Unofficial figure"
"FBS","Food Balances (2010-)","37","Central African Republic","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","4745","*","Unofficial figure"
"FBS","Food Balances (2010-)","39","Chad","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","15478","*","Unofficial figure"
"FBS","Food Balances (2010-)","39","Chad","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","15947","*","Unofficial figure"
"FBS","Food Balances (2010-)","40","Chile","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","18729","*","Unofficial figure"
"FBS","Food Balances (2010-)","40","Chile","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","18952","*","Unofficial figure"
"FBS","Food Balances (2010-)","96","China, Hong Kong SAR","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","7372","*","Unofficial figure"
"FBS","Food Balances (2010-)","96","China, Hong Kong SAR","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","7436","*","Unofficial figure"
"FBS","Food Balances (2010-)","128","China, Macao SAR","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","632","*","Unofficial figure"
"FBS","Food Balances (2010-)","128","China, Macao SAR","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","640","*","Unofficial figure"
"FBS","Food Balances (2010-)","41","China, mainland","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","1427648","*","Unofficial figure"
"FBS","Food Balances (2010-)","41","China, mainland","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","1433784","*","Unofficial figure"
"FBS","Food Balances (2010-)","214","China, Taiwan Province of","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","23726","*","Unofficial figure"
"FBS","Food Balances (2010-)","214","China, Taiwan Province of","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","23774","*","Unofficial figure"
"FBS","Food Balances (2010-)","44","Colombia","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","49661","*","Unofficial figure"
"FBS","Food Balances (2010-)","44","Colombia","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","50339","*","Unofficial figure"
"FBS","Food Balances (2010-)","45","Comoros","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","832","*","Unofficial figure"
"FBS","Food Balances (2010-)","45","Comoros","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","851","*","Unofficial figure"
"FBS","Food Balances (2010-)","46","Congo","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","5244","*","Unofficial figure"
"FBS","Food Balances (2010-)","46","Congo","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","5381","*","Unofficial figure"
"FBS","Food Balances (2010-)","48","Costa Rica","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","4999","*","Unofficial figure"
"FBS","Food Balances (2010-)","48","Costa Rica","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","5048","*","Unofficial figure"
"FBS","Food Balances (2010-)","107","Côte d'Ivoire","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","25069","*","Unofficial figure"
"FBS","Food Balances (2010-)","107","Côte d'Ivoire","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","25717","*","Unofficial figure"
"FBS","Food Balances (2010-)","98","Croatia","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","4156","*","Unofficial figure"
"FBS","Food Balances (2010-)","98","Croatia","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","4130","*","Unofficial figure"
"FBS","Food Balances (2010-)","49","Cuba","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","11338","*","Unofficial figure"
"FBS","Food Balances (2010-)","49","Cuba","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","11333","*","Unofficial figure"
"FBS","Food Balances (2010-)","50","Cyprus","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","1189","*","Unofficial figure"
"FBS","Food Balances (2010-)","50","Cyprus","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","1199","*","Unofficial figure"
"FBS","Food Balances (2010-)","167","Czechia","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","10666","*","Unofficial figure"
"FBS","Food Balances (2010-)","167","Czechia","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","10689","*","Unofficial figure"
"FBS","Food Balances (2010-)","116","Democratic People's Republic of Korea","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","25550","*","Unofficial figure"
"FBS","Food Balances (2010-)","116","Democratic People's Republic of Korea","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","25666","*","Unofficial figure"
"FBS","Food Balances (2010-)","250","Democratic Republic of the Congo","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","84068","*","Unofficial figure"
"FBS","Food Balances (2010-)","250","Democratic Republic of the Congo","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","86791","*","Unofficial figure"
"FBS","Food Balances (2010-)","54","Denmark","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","5752","*","Unofficial figure"
"FBS","Food Balances (2010-)","54","Denmark","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","5772","*","Unofficial figure"
"FBS","Food Balances (2010-)","72","Djibouti","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","959","*","Unofficial figure"
"FBS","Food Balances (2010-)","72","Djibouti","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","974","*","Unofficial figure"
"FBS","Food Balances (2010-)","55","Dominica","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","72","*","Unofficial figure"
"FBS","Food Balances (2010-)","55","Dominica","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","72","*","Unofficial figure"
"FBS","Food Balances (2010-)","56","Dominican Republic","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","10627","*","Unofficial figure"
"FBS","Food Balances (2010-)","56","Dominican Republic","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","10739","*","Unofficial figure"
"FBS","Food Balances (2010-)","58","Ecuador","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","17084","*","Unofficial figure"
"FBS","Food Balances (2010-)","58","Ecuador","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","17374","*","Unofficial figure"
"FBS","Food Balances (2010-)","59","Egypt","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","98424","*","Unofficial figure"
"FBS","Food Balances (2010-)","59","Egypt","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","100388","*","Unofficial figure"
"FBS","Food Balances (2010-)","60","El Salvador","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","6421","*","Unofficial figure"
"FBS","Food Balances (2010-)","60","El Salvador","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","6454","*","Unofficial figure"
"FBS","Food Balances (2010-)","63","Estonia","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","1323","*","Unofficial figure"
"FBS","Food Balances (2010-)","63","Estonia","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","1326","*","Unofficial figure"
"FBS","Food Balances (2010-)","209","Eswatini","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","1136","*","Unofficial figure"
"FBS","Food Balances (2010-)","209","Eswatini","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","1148","*","Unofficial figure"
"FBS","Food Balances (2010-)","238","Ethiopia","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","109224","*","Unofficial figure"
"FBS","Food Balances (2010-)","238","Ethiopia","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","112079","*","Unofficial figure"
"FBS","Food Balances (2010-)","66","Fiji","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","883","*","Unofficial figure"
"FBS","Food Balances (2010-)","66","Fiji","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","890","*","Unofficial figure"
"FBS","Food Balances (2010-)","67","Finland","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","5523","*","Unofficial figure"
"FBS","Food Balances (2010-)","67","Finland","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","5532","*","Unofficial figure"
"FBS","Food Balances (2010-)","68","France","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","66931","*","Unofficial figure"
"FBS","Food Balances (2010-)","68","France","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","65130","*","Unofficial figure"
"FBS","Food Balances (2010-)","70","French Polynesia","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","278","*","Unofficial figure"
"FBS","Food Balances (2010-)","70","French Polynesia","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","279","*","Unofficial figure"
"FBS","Food Balances (2010-)","74","Gabon","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","2119","*","Unofficial figure"
"FBS","Food Balances (2010-)","74","Gabon","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","2173","*","Unofficial figure"
"FBS","Food Balances (2010-)","75","Gambia","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","2280","*","Unofficial figure"
"FBS","Food Balances (2010-)","75","Gambia","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","2348","*","Unofficial figure"
"FBS","Food Balances (2010-)","73","Georgia","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","4003","*","Unofficial figure"
"FBS","Food Balances (2010-)","73","Georgia","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","3997","*","Unofficial figure"
"FBS","Food Balances (2010-)","79","Germany","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","83124","*","Unofficial figure"
"FBS","Food Balances (2010-)","79","Germany","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","83517","*","Unofficial figure"
"FBS","Food Balances (2010-)","81","Ghana","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","29767","*","Unofficial figure"
"FBS","Food Balances (2010-)","81","Ghana","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","30418","*","Unofficial figure"
"FBS","Food Balances (2010-)","84","Greece","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","10522","*","Unofficial figure"
"FBS","Food Balances (2010-)","84","Greece","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","10473","*","Unofficial figure"
"FBS","Food Balances (2010-)","86","Grenada","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","111","*","Unofficial figure"
"FBS","Food Balances (2010-)","86","Grenada","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","112","*","Unofficial figure"
"FBS","Food Balances (2010-)","89","Guatemala","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","17248","*","Unofficial figure"
"FBS","Food Balances (2010-)","89","Guatemala","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","17581","*","Unofficial figure"
"FBS","Food Balances (2010-)","90","Guinea","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","12414","*","Unofficial figure"
"FBS","Food Balances (2010-)","90","Guinea","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","12771","*","Unofficial figure"
"FBS","Food Balances (2010-)","175","Guinea-Bissau","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","1874","*","Unofficial figure"
"FBS","Food Balances (2010-)","175","Guinea-Bissau","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","1921","*","Unofficial figure"
"FBS","Food Balances (2010-)","91","Guyana","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","779","*","Unofficial figure"
"FBS","Food Balances (2010-)","91","Guyana","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","783","*","Unofficial figure"
"FBS","Food Balances (2010-)","93","Haiti","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","11123","*","Unofficial figure"
"FBS","Food Balances (2010-)","93","Haiti","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","11263","*","Unofficial figure"
"FBS","Food Balances (2010-)","95","Honduras","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","9588","*","Unofficial figure"
"FBS","Food Balances (2010-)","95","Honduras","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","9746","*","Unofficial figure"
"FBS","Food Balances (2010-)","97","Hungary","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","9707","*","Unofficial figure"
"FBS","Food Balances (2010-)","97","Hungary","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","9685","*","Unofficial figure"
"FBS","Food Balances (2010-)","99","Iceland","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","337","*","Unofficial figure"
"FBS","Food Balances (2010-)","99","Iceland","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","339","*","Unofficial figure"
"FBS","Food Balances (2010-)","100","India","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","1352642","*","Unofficial figure"
"FBS","Food Balances (2010-)","100","India","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","1366418","*","Unofficial figure"
"FBS","Food Balances (2010-)","101","Indonesia","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","267671","*","Unofficial figure"
"FBS","Food Balances (2010-)","101","Indonesia","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","270626","*","Unofficial figure"
"FBS","Food Balances (2010-)","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","81800","*","Unofficial figure"
"FBS","Food Balances (2010-)","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","82914","*","Unofficial figure"
"FBS","Food Balances (2010-)","103","Iraq","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","32965","*","Unofficial figure"
"FBS","Food Balances (2010-)","103","Iraq","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","33717","*","Unofficial figure"
"FBS","Food Balances (2010-)","104","Ireland","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","4819","*","Unofficial figure"
"FBS","Food Balances (2010-)","104","Ireland","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","4882","*","Unofficial figure"
"FBS","Food Balances (2010-)","105","Israel","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","8382","*","Unofficial figure"
"FBS","Food Balances (2010-)","105","Israel","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","8519","*","Unofficial figure"
"FBS","Food Balances (2010-)","106","Italy","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","60627","*","Unofficial figure"
"FBS","Food Balances (2010-)","106","Italy","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","60550","*","Unofficial figure"
"FBS","Food Balances (2010-)","109","Jamaica","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","2935","*","Unofficial figure"
"FBS","Food Balances (2010-)","109","Jamaica","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","2948","*","Unofficial figure"
"FBS","Food Balances (2010-)","110","Japan","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","127202","*","Unofficial figure"
"FBS","Food Balances (2010-)","110","Japan","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","126860","*","Unofficial figure"
"FBS","Food Balances (2010-)","112","Jordan","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","9965","*","Unofficial figure"
"FBS","Food Balances (2010-)","112","Jordan","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","10102","*","Unofficial figure"
"FBS","Food Balances (2010-)","108","Kazakhstan","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","18320","*","Unofficial figure"
"FBS","Food Balances (2010-)","108","Kazakhstan","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","18551","*","Unofficial figure"
"FBS","Food Balances (2010-)","114","Kenya","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","51393","*","Unofficial figure"
"FBS","Food Balances (2010-)","114","Kenya","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","52574","*","Unofficial figure"
"FBS","Food Balances (2010-)","83","Kiribati","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","116","*","Unofficial figure"
"FBS","Food Balances (2010-)","83","Kiribati","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","118","*","Unofficial figure"
"FBS","Food Balances (2010-)","118","Kuwait","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","4137","*","Unofficial figure"
"FBS","Food Balances (2010-)","118","Kuwait","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","4207","*","Unofficial figure"
"FBS","Food Balances (2010-)","113","Kyrgyzstan","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","6304","*","Unofficial figure"
