Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","113","Kyrgyzstan","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","6416","*","Unofficial figure"
"FBS","Food Balances (2010-)","120","Lao People's Democratic Republic","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","7062","*","Unofficial figure"
"FBS","Food Balances (2010-)","120","Lao People's Democratic Republic","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","7169","*","Unofficial figure"
"FBS","Food Balances (2010-)","119","Latvia","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","1928","*","Unofficial figure"
"FBS","Food Balances (2010-)","119","Latvia","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","1907","*","Unofficial figure"
"FBS","Food Balances (2010-)","121","Lebanon","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","6859","*","Unofficial figure"
"FBS","Food Balances (2010-)","121","Lebanon","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","6856","*","Unofficial figure"
"FBS","Food Balances (2010-)","122","Lesotho","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","2108","*","Unofficial figure"
"FBS","Food Balances (2010-)","122","Lesotho","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","2125","*","Unofficial figure"
"FBS","Food Balances (2010-)","123","Liberia","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","4819","*","Unofficial figure"
"FBS","Food Balances (2010-)","123","Liberia","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","4937","*","Unofficial figure"
"FBS","Food Balances (2010-)","124","Libya","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","6679","*","Unofficial figure"
"FBS","Food Balances (2010-)","124","Libya","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","6777","*","Unofficial figure"
"FBS","Food Balances (2010-)","126","Lithuania","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","2801","*","Unofficial figure"
"FBS","Food Balances (2010-)","126","Lithuania","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","2760","*","Unofficial figure"
"FBS","Food Balances (2010-)","256","Luxembourg","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","604","*","Unofficial figure"
"FBS","Food Balances (2010-)","256","Luxembourg","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","616","*","Unofficial figure"
"FBS","Food Balances (2010-)","129","Madagascar","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","26262","*","Unofficial figure"
"FBS","Food Balances (2010-)","129","Madagascar","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","26969","*","Unofficial figure"
"FBS","Food Balances (2010-)","130","Malawi","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","18143","*","Unofficial figure"
"FBS","Food Balances (2010-)","130","Malawi","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","18629","*","Unofficial figure"
"FBS","Food Balances (2010-)","131","Malaysia","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","31528","*","Unofficial figure"
"FBS","Food Balances (2010-)","131","Malaysia","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","31950","*","Unofficial figure"
"FBS","Food Balances (2010-)","132","Maldives","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","516","*","Unofficial figure"
"FBS","Food Balances (2010-)","132","Maldives","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","531","*","Unofficial figure"
"FBS","Food Balances (2010-)","133","Mali","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","19078","*","Unofficial figure"
"FBS","Food Balances (2010-)","133","Mali","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","19658","*","Unofficial figure"
"FBS","Food Balances (2010-)","134","Malta","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","439","*","Unofficial figure"
"FBS","Food Balances (2010-)","134","Malta","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","440","*","Unofficial figure"
"FBS","Food Balances (2010-)","136","Mauritania","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","4403","*","Unofficial figure"
"FBS","Food Balances (2010-)","136","Mauritania","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","4526","*","Unofficial figure"
"FBS","Food Balances (2010-)","137","Mauritius","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","1267","*","Unofficial figure"
"FBS","Food Balances (2010-)","137","Mauritius","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","1270","*","Unofficial figure"
"FBS","Food Balances (2010-)","138","Mexico","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","126191","*","Unofficial figure"
"FBS","Food Balances (2010-)","138","Mexico","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","127576","*","Unofficial figure"
"FBS","Food Balances (2010-)","141","Mongolia","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","3170","*","Unofficial figure"
"FBS","Food Balances (2010-)","141","Mongolia","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","3225","*","Unofficial figure"
"FBS","Food Balances (2010-)","273","Montenegro","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","628","*","Unofficial figure"
"FBS","Food Balances (2010-)","273","Montenegro","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","628","*","Unofficial figure"
"FBS","Food Balances (2010-)","143","Morocco","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","36029","*","Unofficial figure"
"FBS","Food Balances (2010-)","143","Morocco","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","36472","*","Unofficial figure"
"FBS","Food Balances (2010-)","144","Mozambique","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","29496","*","Unofficial figure"
"FBS","Food Balances (2010-)","144","Mozambique","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","30366","*","Unofficial figure"
"FBS","Food Balances (2010-)","28","Myanmar","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","53708","*","Unofficial figure"
"FBS","Food Balances (2010-)","28","Myanmar","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","54045","*","Unofficial figure"
"FBS","Food Balances (2010-)","147","Namibia","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","2448","*","Unofficial figure"
"FBS","Food Balances (2010-)","147","Namibia","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","2495","*","Unofficial figure"
"FBS","Food Balances (2010-)","149","Nepal","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","28096","*","Unofficial figure"
"FBS","Food Balances (2010-)","149","Nepal","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","28609","*","Unofficial figure"
"FBS","Food Balances (2010-)","150","Netherlands","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","17060","*","Unofficial figure"
"FBS","Food Balances (2010-)","150","Netherlands","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","17097","*","Unofficial figure"
"FBS","Food Balances (2010-)","153","New Caledonia","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","280","*","Unofficial figure"
"FBS","Food Balances (2010-)","153","New Caledonia","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","283","*","Unofficial figure"
"FBS","Food Balances (2010-)","156","New Zealand","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","4743","*","Unofficial figure"
"FBS","Food Balances (2010-)","156","New Zealand","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","4783","*","Unofficial figure"
"FBS","Food Balances (2010-)","157","Nicaragua","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","6466","*","Unofficial figure"
"FBS","Food Balances (2010-)","157","Nicaragua","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","6546","*","Unofficial figure"
"FBS","Food Balances (2010-)","158","Niger","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","22443","*","Unofficial figure"
"FBS","Food Balances (2010-)","158","Niger","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","23311","*","Unofficial figure"
"FBS","Food Balances (2010-)","159","Nigeria","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","195875","*","Unofficial figure"
"FBS","Food Balances (2010-)","159","Nigeria","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","200964","*","Unofficial figure"
"FBS","Food Balances (2010-)","154","North Macedonia","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","2083","*","Unofficial figure"
"FBS","Food Balances (2010-)","154","North Macedonia","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","2083","*","Unofficial figure"
"FBS","Food Balances (2010-)","162","Norway","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","5338","*","Unofficial figure"
"FBS","Food Balances (2010-)","162","Norway","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","5379","*","Unofficial figure"
"FBS","Food Balances (2010-)","221","Oman","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","4829","*","Unofficial figure"
"FBS","Food Balances (2010-)","221","Oman","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","4975","*","Unofficial figure"
"FBS","Food Balances (2010-)","165","Pakistan","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","212228","*","Unofficial figure"
"FBS","Food Balances (2010-)","165","Pakistan","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","216565","*","Unofficial figure"
"FBS","Food Balances (2010-)","166","Panama","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","4177","*","Unofficial figure"
"FBS","Food Balances (2010-)","166","Panama","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","4246","*","Unofficial figure"
"FBS","Food Balances (2010-)","168","Papua New Guinea","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","8606","*","Unofficial figure"
"FBS","Food Balances (2010-)","168","Papua New Guinea","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","8776","*","Unofficial figure"
"FBS","Food Balances (2010-)","169","Paraguay","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","6956","*","Unofficial figure"
"FBS","Food Balances (2010-)","169","Paraguay","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","7045","*","Unofficial figure"
"FBS","Food Balances (2010-)","170","Peru","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","31989","*","Unofficial figure"
"FBS","Food Balances (2010-)","170","Peru","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","32510","*","Unofficial figure"
"FBS","Food Balances (2010-)","171","Philippines","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","106651","*","Unofficial figure"
"FBS","Food Balances (2010-)","171","Philippines","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","108117","*","Unofficial figure"
"FBS","Food Balances (2010-)","173","Poland","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","37922","*","Unofficial figure"
"FBS","Food Balances (2010-)","173","Poland","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","37888","*","Unofficial figure"
"FBS","Food Balances (2010-)","174","Portugal","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","10256","*","Unofficial figure"
"FBS","Food Balances (2010-)","174","Portugal","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","10226","*","Unofficial figure"
"FBS","Food Balances (2010-)","117","Republic of Korea","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","51172","*","Unofficial figure"
"FBS","Food Balances (2010-)","117","Republic of Korea","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","51225","*","Unofficial figure"
"FBS","Food Balances (2010-)","146","Republic of Moldova","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","4052","*","Unofficial figure"
"FBS","Food Balances (2010-)","146","Republic of Moldova","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","4043","*","Unofficial figure"
"FBS","Food Balances (2010-)","183","Romania","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","19506","*","Unofficial figure"
"FBS","Food Balances (2010-)","183","Romania","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","19365","*","Unofficial figure"
"FBS","Food Balances (2010-)","185","Russian Federation","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","145734","*","Unofficial figure"
"FBS","Food Balances (2010-)","185","Russian Federation","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","145872","*","Unofficial figure"
"FBS","Food Balances (2010-)","184","Rwanda","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","12302","*","Unofficial figure"
"FBS","Food Balances (2010-)","184","Rwanda","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","12627","*","Unofficial figure"
"FBS","Food Balances (2010-)","188","Saint Kitts and Nevis","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","52","*","Unofficial figure"
"FBS","Food Balances (2010-)","188","Saint Kitts and Nevis","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","53","*","Unofficial figure"
"FBS","Food Balances (2010-)","189","Saint Lucia","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","182","*","Unofficial figure"
"FBS","Food Balances (2010-)","189","Saint Lucia","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","183","*","Unofficial figure"
"FBS","Food Balances (2010-)","191","Saint Vincent and the Grenadines","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","110","*","Unofficial figure"
"FBS","Food Balances (2010-)","191","Saint Vincent and the Grenadines","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","111","*","Unofficial figure"
"FBS","Food Balances (2010-)","244","Samoa","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","196","*","Unofficial figure"
"FBS","Food Balances (2010-)","244","Samoa","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","197","*","Unofficial figure"
"FBS","Food Balances (2010-)","193","Sao Tome and Principe","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","211","*","Unofficial figure"
"FBS","Food Balances (2010-)","193","Sao Tome and Principe","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","215","*","Unofficial figure"
"FBS","Food Balances (2010-)","194","Saudi Arabia","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","33703","*","Unofficial figure"
"FBS","Food Balances (2010-)","194","Saudi Arabia","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","34269","*","Unofficial figure"
"FBS","Food Balances (2010-)","195","Senegal","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","15854","*","Unofficial figure"
"FBS","Food Balances (2010-)","195","Senegal","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","16296","*","Unofficial figure"
"FBS","Food Balances (2010-)","272","Serbia","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","8803","*","Unofficial figure"
"FBS","Food Balances (2010-)","272","Serbia","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","8772","*","Unofficial figure"
"FBS","Food Balances (2010-)","196","Seychelles","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","97","*","Unofficial figure"
"FBS","Food Balances (2010-)","196","Seychelles","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","98","*","Unofficial figure"
"FBS","Food Balances (2010-)","197","Sierra Leone","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","7650","*","Unofficial figure"
"FBS","Food Balances (2010-)","197","Sierra Leone","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","7813","*","Unofficial figure"
"FBS","Food Balances (2010-)","199","Slovakia","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","5453","*","Unofficial figure"
"FBS","Food Balances (2010-)","199","Slovakia","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","5457","*","Unofficial figure"
"FBS","Food Balances (2010-)","198","Slovenia","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","2078","*","Unofficial figure"
"FBS","Food Balances (2010-)","198","Slovenia","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","2079","*","Unofficial figure"
"FBS","Food Balances (2010-)","25","Solomon Islands","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","653","*","Unofficial figure"
"FBS","Food Balances (2010-)","25","Solomon Islands","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","670","*","Unofficial figure"
"FBS","Food Balances (2010-)","202","South Africa","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","57793","*","Unofficial figure"
"FBS","Food Balances (2010-)","202","South Africa","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","58558","*","Unofficial figure"
"FBS","Food Balances (2010-)","203","Spain","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","46693","*","Unofficial figure"
"FBS","Food Balances (2010-)","203","Spain","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","46737","*","Unofficial figure"
"FBS","Food Balances (2010-)","38","Sri Lanka","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","21229","*","Unofficial figure"
"FBS","Food Balances (2010-)","38","Sri Lanka","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","21324","*","Unofficial figure"
"FBS","Food Balances (2010-)","276","Sudan","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","41802","*","Unofficial figure"
"FBS","Food Balances (2010-)","276","Sudan","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","42813","*","Unofficial figure"
"FBS","Food Balances (2010-)","207","Suriname","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","576","*","Unofficial figure"
"FBS","Food Balances (2010-)","207","Suriname","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","581","*","Unofficial figure"
"FBS","Food Balances (2010-)","210","Sweden","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","9972","*","Unofficial figure"
"FBS","Food Balances (2010-)","210","Sweden","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","10036","*","Unofficial figure"
"FBS","Food Balances (2010-)","211","Switzerland","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","8526","*","Unofficial figure"
"FBS","Food Balances (2010-)","211","Switzerland","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","8591","*","Unofficial figure"
"FBS","Food Balances (2010-)","212","Syrian Arab Republic","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","16945","*","Unofficial figure"
"FBS","Food Balances (2010-)","212","Syrian Arab Republic","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","17070","*","Unofficial figure"
"FBS","Food Balances (2010-)","208","Tajikistan","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","9101","*","Unofficial figure"
"FBS","Food Balances (2010-)","208","Tajikistan","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","9321","*","Unofficial figure"
"FBS","Food Balances (2010-)","216","Thailand","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","69428","*","Unofficial figure"
"FBS","Food Balances (2010-)","216","Thailand","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","69626","*","Unofficial figure"
"FBS","Food Balances (2010-)","176","Timor-Leste","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","1268","*","Unofficial figure"
"FBS","Food Balances (2010-)","176","Timor-Leste","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","1293","*","Unofficial figure"
"FBS","Food Balances (2010-)","217","Togo","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","7889","*","Unofficial figure"
"FBS","Food Balances (2010-)","217","Togo","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","8082","*","Unofficial figure"
"FBS","Food Balances (2010-)","220","Trinidad and Tobago","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","1390","*","Unofficial figure"
"FBS","Food Balances (2010-)","220","Trinidad and Tobago","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","1395","*","Unofficial figure"
"FBS","Food Balances (2010-)","222","Tunisia","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","11565","*","Unofficial figure"
"FBS","Food Balances (2010-)","222","Tunisia","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","11695","*","Unofficial figure"
"FBS","Food Balances (2010-)","223","Türkiye","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","82340","*","Unofficial figure"
"FBS","Food Balances (2010-)","223","Türkiye","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","83430","*","Unofficial figure"
"FBS","Food Balances (2010-)","213","Turkmenistan","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","5851","*","Unofficial figure"
"FBS","Food Balances (2010-)","213","Turkmenistan","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","5942","*","Unofficial figure"
"FBS","Food Balances (2010-)","226","Uganda","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","42729","*","Unofficial figure"
"FBS","Food Balances (2010-)","226","Uganda","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","44270","*","Unofficial figure"
"FBS","Food Balances (2010-)","230","Ukraine","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","44246","*","Unofficial figure"
"FBS","Food Balances (2010-)","230","Ukraine","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","43994","*","Unofficial figure"
"FBS","Food Balances (2010-)","225","United Arab Emirates","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","9630.96","*","Unofficial figure"
"FBS","Food Balances (2010-)","225","United Arab Emirates","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","9770.53","*","Unofficial figure"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","67142","*","Unofficial figure"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","67530","*","Unofficial figure"
"FBS","Food Balances (2010-)","215","United Republic of Tanzania","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","56313","*","Unofficial figure"
"FBS","Food Balances (2010-)","215","United Republic of Tanzania","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","58005","*","Unofficial figure"
"FBS","Food Balances (2010-)","231","United States of America","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","327096","*","Unofficial figure"
"FBS","Food Balances (2010-)","231","United States of America","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","329065","*","Unofficial figure"
"FBS","Food Balances (2010-)","234","Uruguay","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","3449","*","Unofficial figure"
"FBS","Food Balances (2010-)","234","Uruguay","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","3462","*","Unofficial figure"
"FBS","Food Balances (2010-)","235","Uzbekistan","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","32476","*","Unofficial figure"
"FBS","Food Balances (2010-)","235","Uzbekistan","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","32982","*","Unofficial figure"
"FBS","Food Balances (2010-)","155","Vanuatu","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","293","*","Unofficial figure"
"FBS","Food Balances (2010-)","155","Vanuatu","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","300","*","Unofficial figure"
"FBS","Food Balances (2010-)","236","Venezuela (Bolivarian Republic of)","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","28887","*","Unofficial figure"
"FBS","Food Balances (2010-)","236","Venezuela (Bolivarian Republic of)","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","28516","*","Unofficial figure"
"FBS","Food Balances (2010-)","237","Viet Nam","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","95546","*","Unofficial figure"
"FBS","Food Balances (2010-)","237","Viet Nam","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","96462","*","Unofficial figure"
"FBS","Food Balances (2010-)","249","Yemen","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","28499","*","Unofficial figure"
"FBS","Food Balances (2010-)","249","Yemen","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","29162","*","Unofficial figure"
"FBS","Food Balances (2010-)","251","Zambia","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","17352","*","Unofficial figure"
"FBS","Food Balances (2010-)","251","Zambia","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","17861","*","Unofficial figure"
"FBS","Food Balances (2010-)","181","Zimbabwe","511","Total Population - Both sexes","2501","Population","2018","2018","1000 persons","14439","*","Unofficial figure"
"FBS","Food Balances (2010-)","181","Zimbabwe","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","14645","*","Unofficial figure"
